TYPEJOB;DEBUT;FIN;DUREE_SEC;ETAT
flux2RiCisBailleur;31/07/14 09:02:05;31/07/14 09:02:06;     1;ok
flux7CisRiPh;31/07/14 09:01:50;31/07/14 09:01:52;     2;ok
flux5CisRiPhBauxHorsCc;31/07/14 09:01:20;31/07/14 09:01:20;     0;ok
flux3CisRiPhBauxCc;31/07/14 09:01:04;31/07/14 09:01:05;     1;ok
flux1CisRiPhCc;31/07/14 09:00:47;31/07/14 09:00:50;     3;ok
jobLireEtudesCDE12;31/07/14 09:00:45;31/07/14 09:00:45;     0;ok
flux13RiCisActivites;31/07/14 08:50:42;31/07/14 08:50:43;     1;ok
flux11RiCisContactBailleur;31/07/14 08:50:22;31/07/14 08:50:23;     1;ok
flux12CisRiActivites;31/07/14 08:40:24;31/07/14 08:40:25;     1;ok
flux10CisRiContactBailleur;31/07/14 08:40:11;31/07/14 08:40:11;     0;ok
flux14CisRiGedATransferer;31/07/14 08:04:28;31/07/14 08:14:50;   622;ok
flux9RiCisBailleur;31/07/14 08:04:04;31/07/14 08:04:05;     1;ok
flux8RiCisBailleur;31/07/14 08:03:20;31/07/14 08:03:21;     1;ok
flux6RiCisBailleur;31/07/14 08:02:56;31/07/14 08:02:57;     1;ok
flux4RiCisBailleur;31/07/14 08:02:33;31/07/14 08:02:34;     1;ok
flux2RiCisBailleur;31/07/14 08:02:09;31/07/14 08:02:10;     1;ok
flux7CisRiPh;31/07/14 08:01:34;31/07/14 08:01:36;     2;ok
flux5CisRiPhBauxHorsCc;31/07/14 08:01:20;31/07/14 08:01:21;     1;ok
flux3CisRiPhBauxCc;31/07/14 08:00:39;31/07/14 08:00:40;     1;ok
flux1CisRiPhCc;31/07/14 08:00:11;31/07/14 08:00:13;     2;ok
flux13RiCisActivites;31/07/14 07:50:40;31/07/14 07:50:41;     1;ok
flux11RiCisContactBailleur;31/07/14 07:50:10;31/07/14 07:50:11;     1;ok
flux12CisRiActivites;31/07/14 07:40:35;31/07/14 07:40:35;     0;ok
flux10CisRiContactBailleur;31/07/14 07:40:10;31/07/14 07:40:11;     1;ok
flux14CisRiGedATransferer;31/07/14 07:03:53;31/07/14 07:13:48;   595;ok
flux9RiCisBailleur;31/07/14 07:03:21;31/07/14 07:03:22;     1;ok
flux8RiCisBailleur;31/07/14 07:02:44;31/07/14 07:02:45;     1;ok
flux6RiCisBailleur;31/07/14 07:02:29;31/07/14 07:02:30;     1;ok
flux4RiCisBailleur;31/07/14 07:02:15;31/07/14 07:02:16;     1;ok
flux2RiCisBailleur;31/07/14 07:01:57;31/07/14 07:01:58;     1;ok
flux7CisRiPh;31/07/14 07:01:34;31/07/14 07:01:35;     1;ok
flux5CisRiPhBauxHorsCc;31/07/14 07:01:19;31/07/14 07:01:20;     1;ok
flux3CisRiPhBauxCc;31/07/14 07:00:38;31/07/14 07:00:39;     1;ok
flux1CisRiPhCc;31/07/14 07:00:10;31/07/14 07:00:13;     3;ok
flux13RiCisActivites;31/07/14 06:50:35;31/07/14 06:50:35;     0;ok
flux11RiCisContactBailleur;31/07/14 06:50:10;31/07/14 06:50:11;     1;ok
flux12CisRiActivites;31/07/14 06:42:24;31/07/14 06:42:24;     0;ok
flux10CisRiContactBailleur;31/07/14 06:42:10;31/07/14 06:42:11;     1;ok
flux13RiCisActivites;31/07/14 06:40:24;31/07/14 06:40:24;     0;ok
flux11RiCisContactBailleur;31/07/14 06:40:10;31/07/14 06:40:11;     1;ok
flux12CisRiActivites;31/07/14 06:30:39;31/07/14 06:30:39;     0;ok
flux10CisRiContactBailleur;31/07/14 06:30:11;31/07/14 06:30:12;     1;ok
flux14CisRiGedATransferer;31/07/14 06:04:16;31/07/14 06:14:14;   598;ok
flux9RiCisBailleur;31/07/14 06:03:53;31/07/14 06:03:54;     1;ok
flux8RiCisBailleur;31/07/14 06:03:23;31/07/14 06:03:24;     1;ok
flux6RiCisBailleur;31/07/14 06:03:00;31/07/14 06:03:01;     1;ok
flux4RiCisBailleur;31/07/14 06:02:30;31/07/14 06:02:31;     1;ok
flux2RiCisBailleur;31/07/14 06:02:00;31/07/14 06:02:00;     0;ok
flux7CisRiPh;31/07/14 06:01:35;31/07/14 06:01:37;     2;ok
flux5CisRiPhBauxHorsCc;31/07/14 06:01:20;31/07/14 06:01:20;     0;ok
flux3CisRiPhBauxCc;31/07/14 06:00:45;31/07/14 06:00:45;     0;ok
flux1CisRiPhCc;31/07/14 06:00:25;31/07/14 06:00:30;     5;ok
jobqualifierBatchMails;31/07/14 00:03:04;31/07/14 00:03:04;     0;ok
jobqualifierAlerteDeploiementUCF;31/07/14 00:02:35;31/07/14 00:02:36;     1;ok
job_alerteDeploiementLotsC;31/07/14 00:02:06;31/07/14 00:02:07;     1;ok
exporterDeltasPhZdr;31/07/14 00:01:51;31/07/14 00:01:52;     1;ok
exporterCompletPhZdr;31/07/14 00:01:30;31/07/14 00:01:37;     7;ok
jobCreerEtudesB;30/07/14 20:21:31;30/07/14 20:21:32;     1;ok
creerAffaires;30/07/14 20:21:12;30/07/14 20:21:12;     0;ok
calculDateAuPlusTard;30/07/14 20:20:27;30/07/14 20:20:58;    31;ok
job_etape3Et4;30/07/14 20:20:14;30/07/14 20:20:14;     0;ok
cleanCouverturesPCE;30/07/14 20:19:44;30/07/14 20:19:44;     0;ok
jobLireEtudesAB;30/07/14 20:18:56;30/07/14 20:19:10;    14;ok
initZddAndPce;30/07/14 20:18:27;30/07/14 20:18:27;     0;ok
lotissementIntvn;30/07/14 20:09:51;30/07/14 20:18:13;   502;ok
chgtStatutIntvn;30/07/14 20:09:14;30/07/14 20:09:14;     0;ok
nbPceALotir;30/07/14 20:02:09;30/07/14 20:08:39;   390;ok
flux13RiCisActivites;30/07/14 19:50:45;30/07/14 19:50:45;     0;ok
flux11RiCisContactBailleur;30/07/14 19:50:10;30/07/14 19:50:11;     1;ok
flux12CisRiActivites;30/07/14 19:40:52;30/07/14 19:40:52;     0;ok
flux10CisRiContactBailleur;30/07/14 19:40:20;30/07/14 19:40:21;     1;ok
flux14CisRiGedATransferer;30/07/14 19:04:23;30/07/14 19:12:49;   506;ok
flux9RiCisBailleur;30/07/14 19:03:53;30/07/14 19:03:54;     1;ok
flux8RiCisBailleur;30/07/14 19:03:14;30/07/14 19:03:15;     1;ok
flux6RiCisBailleur;30/07/14 19:02:43;30/07/14 19:02:44;     1;ok
flux4RiCisBailleur;30/07/14 19:02:21;30/07/14 19:02:22;     1;ok
flux2RiCisBailleur;30/07/14 19:01:57;30/07/14 19:01:58;     1;ok
flux7CisRiPh;30/07/14 19:01:38;30/07/14 19:01:40;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 19:01:19;30/07/14 19:01:19;     0;ok
flux3CisRiPhBauxCc;30/07/14 19:00:53;30/07/14 19:00:54;     1;ok
jobLireEtudesCDE12;30/07/14 19:00:25;30/07/14 19:00:25;     0;ok
flux1CisRiPhCc;30/07/14 19:00:13;30/07/14 19:00:16;     3;ok
flux13RiCisActivites;30/07/14 18:50:33;30/07/14 18:50:34;     1;ok
flux11RiCisContactBailleur;30/07/14 18:50:10;30/07/14 18:50:11;     1;ok
flux12CisRiActivites;30/07/14 18:40:46;30/07/14 18:40:46;     0;ok
flux10CisRiContactBailleur;30/07/14 18:40:10;30/07/14 18:40:11;     1;ok
flux14CisRiGedATransferer;30/07/14 18:04:16;30/07/14 18:12:53;   517;ok
flux9RiCisBailleur;30/07/14 18:03:34;30/07/14 18:03:35;     1;ok
flux8RiCisBailleur;30/07/14 18:03:04;30/07/14 18:03:05;     1;ok
flux6RiCisBailleur;30/07/14 18:02:36;30/07/14 18:02:37;     1;ok
flux4RiCisBailleur;30/07/14 18:02:11;30/07/14 18:02:12;     1;ok
flux2RiCisBailleur;30/07/14 18:01:51;30/07/14 18:01:52;     1;ok
flux7CisRiPh;30/07/14 18:01:25;30/07/14 18:01:27;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 18:01:01;30/07/14 18:01:01;     0;ok
flux3CisRiPhBauxCc;30/07/14 18:00:30;30/07/14 18:00:30;     0;ok
flux1CisRiPhCc;30/07/14 18:00:11;30/07/14 18:00:16;     5;ok
flux13RiCisActivites;30/07/14 17:50:40;30/07/14 17:50:41;     1;ok
flux11RiCisContactBailleur;30/07/14 17:50:11;30/07/14 17:50:12;     1;ok
flux12CisRiActivites;30/07/14 17:40:36;30/07/14 17:40:36;     0;ok
flux10CisRiContactBailleur;30/07/14 17:40:11;30/07/14 17:40:11;     0;ok
flux14CisRiGedATransferer;30/07/14 17:04:36;30/07/14 17:15:02;   626;ok
flux9RiCisBailleur;30/07/14 17:04:02;30/07/14 17:04:02;     0;ok
flux8RiCisBailleur;30/07/14 17:03:16;30/07/14 17:03:17;     1;ok
flux6RiCisBailleur;30/07/14 17:02:52;30/07/14 17:02:53;     1;ok
flux4RiCisBailleur;30/07/14 17:02:20;30/07/14 17:02:21;     1;ok
flux2RiCisBailleur;30/07/14 17:01:57;30/07/14 17:01:58;     1;ok
flux7CisRiPh;30/07/14 17:01:27;30/07/14 17:01:29;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 17:01:05;30/07/14 17:01:06;     1;ok
flux3CisRiPhBauxCc;30/07/14 17:00:34;30/07/14 17:00:35;     1;ok
flux1CisRiPhCc;30/07/14 17:00:11;30/07/14 17:00:20;     9;ok
flux13RiCisActivites;30/07/14 16:50:25;30/07/14 16:50:25;     0;ok
flux11RiCisContactBailleur;30/07/14 16:50:10;30/07/14 16:50:11;     1;ok
flux12CisRiActivites;30/07/14 16:40:42;30/07/14 16:40:42;     0;ok
flux10CisRiContactBailleur;30/07/14 16:40:11;30/07/14 16:40:12;     1;ok
flux14CisRiGedATransferer;30/07/14 16:04:09;30/07/14 16:12:40;   511;ok
flux9RiCisBailleur;30/07/14 16:03:46;30/07/14 16:03:47;     1;ok
flux8RiCisBailleur;30/07/14 16:03:07;30/07/14 16:03:08;     1;ok
flux6RiCisBailleur;30/07/14 16:02:36;30/07/14 16:02:37;     1;ok
flux4RiCisBailleur;30/07/14 16:02:11;30/07/14 16:02:12;     1;ok
flux2RiCisBailleur;30/07/14 16:01:51;30/07/14 16:01:52;     1;ok
flux7CisRiPh;30/07/14 16:01:24;30/07/14 16:01:26;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 16:01:10;30/07/14 16:01:11;     1;ok
flux3CisRiPhBauxCc;30/07/14 16:00:32;30/07/14 16:00:32;     0;ok
flux1CisRiPhCc;30/07/14 16:00:11;30/07/14 16:00:13;     2;ok
flux13RiCisActivites;30/07/14 15:50:24;30/07/14 15:50:25;     1;ok
flux11RiCisContactBailleur;30/07/14 15:50:10;30/07/14 15:50:11;     1;ok
flux12CisRiActivites;30/07/14 15:40:37;30/07/14 15:40:37;     0;ok
flux10CisRiContactBailleur;30/07/14 15:40:10;30/07/14 15:40:11;     1;ok
flux14CisRiGedATransferer;30/07/14 15:04:33;30/07/14 15:13:07;   514;ok
flux9RiCisBailleur;30/07/14 15:04:08;30/07/14 15:04:09;     1;ok
flux8RiCisBailleur;30/07/14 15:03:50;30/07/14 15:03:51;     1;ok
flux6RiCisBailleur;30/07/14 15:03:14;30/07/14 15:03:15;     1;ok
flux4RiCisBailleur;30/07/14 15:02:40;30/07/14 15:02:41;     1;ok
flux2RiCisBailleur;30/07/14 15:02:10;30/07/14 15:02:11;     1;ok
flux7CisRiPh;30/07/14 15:01:45;30/07/14 15:01:47;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 15:01:14;30/07/14 15:01:15;     1;ok
flux3CisRiPhBauxCc;30/07/14 15:00:50;30/07/14 15:00:51;     1;ok
flux1CisRiPhCc;30/07/14 15:00:21;30/07/14 15:00:23;     2;ok
flux13RiCisActivites;30/07/14 14:50:52;30/07/14 14:50:53;     1;ok
flux11RiCisContactBailleur;30/07/14 14:50:20;30/07/14 14:50:21;     1;ok
flux12CisRiActivites;30/07/14 14:40:23;30/07/14 14:40:23;     0;ok
flux10CisRiContactBailleur;30/07/14 14:40:10;30/07/14 14:40:11;     1;ok
flux14CisRiGedATransferer;30/07/14 14:03:01;30/07/14 14:12:56;   595;ok
flux9RiCisBailleur;30/07/14 14:02:39;30/07/14 14:02:40;     1;ok
flux8RiCisBailleur;30/07/14 14:02:22;30/07/14 14:02:23;     1;ok
flux6RiCisBailleur;30/07/14 14:02:08;30/07/14 14:02:09;     1;ok
flux4RiCisBailleur;30/07/14 14:01:41;30/07/14 14:01:41;     0;ok
flux2RiCisBailleur;30/07/14 14:01:23;30/07/14 14:01:23;     0;ok
flux7CisRiPh;30/07/14 14:01:07;30/07/14 14:01:09;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 14:00:53;30/07/14 14:00:54;     1;ok
flux3CisRiPhBauxCc;30/07/14 14:00:35;30/07/14 14:00:35;     0;ok
jobLireEtudesCDE12;30/07/14 14:00:19;30/07/14 14:00:20;     1;ok
flux1CisRiPhCc;30/07/14 14:00:14;30/07/14 14:00:17;     3;ok
flux13RiCisActivites;30/07/14 13:50:37;30/07/14 13:50:38;     1;ok
flux11RiCisContactBailleur;30/07/14 13:50:10;30/07/14 13:50:11;     1;ok
flux12CisRiActivites;30/07/14 13:40:52;30/07/14 13:40:52;     0;ok
flux10CisRiContactBailleur;30/07/14 13:40:10;30/07/14 13:40:11;     1;ok
flux14CisRiGedATransferer;30/07/14 13:04:27;30/07/14 13:14:26;   599;ok
flux9RiCisBailleur;30/07/14 13:04:03;30/07/14 13:04:04;     1;ok
flux8RiCisBailleur;30/07/14 13:03:27;30/07/14 13:03:28;     1;ok
flux6RiCisBailleur;30/07/14 13:02:58;30/07/14 13:02:59;     1;ok
flux4RiCisBailleur;30/07/14 13:02:22;30/07/14 13:02:23;     1;ok
flux2RiCisBailleur;30/07/14 13:02:02;30/07/14 13:02:03;     1;ok
flux7CisRiPh;30/07/14 13:01:45;30/07/14 13:01:47;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 13:01:11;30/07/14 13:01:12;     1;ok
flux3CisRiPhBauxCc;30/07/14 13:00:49;30/07/14 13:00:49;     0;ok
flux1CisRiPhCc;30/07/14 13:00:27;30/07/14 13:00:29;     2;ok
flux13RiCisActivites;30/07/14 12:50:40;30/07/14 12:50:41;     1;ok
flux11RiCisContactBailleur;30/07/14 12:50:10;30/07/14 12:50:11;     1;ok
flux12CisRiActivites;30/07/14 12:40:22;30/07/14 12:40:22;     0;ok
flux10CisRiContactBailleur;30/07/14 12:40:09;30/07/14 12:40:10;     1;ok
flux14CisRiGedATransferer;30/07/14 12:04:10;30/07/14 12:12:46;   516;ok
flux9RiCisBailleur;30/07/14 12:03:28;30/07/14 12:03:29;     1;ok
flux8RiCisBailleur;30/07/14 12:03:12;30/07/14 12:03:13;     1;ok
flux6RiCisBailleur;30/07/14 12:02:27;30/07/14 12:02:28;     1;ok
flux4RiCisBailleur;30/07/14 12:02:12;30/07/14 12:02:13;     1;ok
flux2RiCisBailleur;30/07/14 12:01:48;30/07/14 12:01:49;     1;ok
flux7CisRiPh;30/07/14 12:01:17;30/07/14 12:01:19;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 12:01:03;30/07/14 12:01:03;     0;ok
flux3CisRiPhBauxCc;30/07/14 12:00:43;30/07/14 12:00:43;     0;ok
flux1CisRiPhCc;30/07/14 12:00:26;30/07/14 12:00:28;     2;ok
flux13RiCisActivites;30/07/14 11:50:23;30/07/14 11:50:23;     0;ok
flux11RiCisContactBailleur;30/07/14 11:50:11;30/07/14 11:50:12;     1;ok
flux12CisRiActivites;30/07/14 11:40:26;30/07/14 11:40:27;     1;ok
flux10CisRiContactBailleur;30/07/14 11:40:11;30/07/14 11:40:11;     0;ok
flux14CisRiGedATransferer;30/07/14 11:04:14;30/07/14 11:14:17;   603;ok
flux9RiCisBailleur;30/07/14 11:03:49;30/07/14 11:03:50;     1;ok
flux8RiCisBailleur;30/07/14 11:03:14;30/07/14 11:03:14;     0;ok
flux6RiCisBailleur;30/07/14 11:02:49;30/07/14 11:02:49;     0;ok
flux4RiCisBailleur;30/07/14 11:02:08;30/07/14 11:02:08;     0;ok
flux2RiCisBailleur;30/07/14 11:01:54;30/07/14 11:01:55;     1;ok
flux7CisRiPh;30/07/14 11:01:14;30/07/14 11:01:16;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 11:00:53;30/07/14 11:00:54;     1;ok
flux3CisRiPhBauxCc;30/07/14 11:00:27;30/07/14 11:00:28;     1;ok
flux1CisRiPhCc;30/07/14 11:00:11;30/07/14 11:00:14;     3;ok
flux13RiCisActivites;30/07/14 10:50:43;30/07/14 10:50:44;     1;ok
flux11RiCisContactBailleur;30/07/14 10:50:10;30/07/14 10:50:11;     1;ok
flux12CisRiActivites;30/07/14 10:40:38;30/07/14 10:40:39;     1;ok
flux10CisRiContactBailleur;30/07/14 10:40:11;30/07/14 10:40:11;     0;ok
flux14CisRiGedATransferer;30/07/14 10:04:40;30/07/14 10:13:32;   532;ok
flux9RiCisBailleur;30/07/14 10:03:56;30/07/14 10:03:57;     1;ok
flux8RiCisBailleur;30/07/14 10:03:26;30/07/14 10:03:27;     1;ok
flux6RiCisBailleur;30/07/14 10:02:54;30/07/14 10:02:55;     1;ok
flux4RiCisBailleur;30/07/14 10:02:22;30/07/14 10:02:23;     1;ok
flux2RiCisBailleur;30/07/14 10:02:06;30/07/14 10:02:07;     1;ok
flux7CisRiPh;30/07/14 10:01:36;30/07/14 10:01:38;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 10:01:04;30/07/14 10:01:04;     0;ok
flux3CisRiPhBauxCc;30/07/14 10:00:40;30/07/14 10:00:40;     0;ok
flux1CisRiPhCc;30/07/14 10:00:11;30/07/14 10:00:13;     2;ok
flux13RiCisActivites;30/07/14 09:50:54;30/07/14 09:50:55;     1;ok
flux11RiCisContactBailleur;30/07/14 09:50:20;30/07/14 09:50:21;     1;ok
flux12CisRiActivites;30/07/14 09:40:22;30/07/14 09:40:23;     1;ok
flux10CisRiContactBailleur;30/07/14 09:40:11;30/07/14 09:40:11;     0;ok
flux14CisRiGedATransferer;30/07/14 09:04:32;30/07/14 09:14:40;   608;ok
flux9RiCisBailleur;30/07/14 09:03:56;30/07/14 09:03:57;     1;ok
flux8RiCisBailleur;30/07/14 09:03:34;30/07/14 09:03:34;     0;ok
flux6RiCisBailleur;30/07/14 09:03:18;30/07/14 09:03:19;     1;ok
flux4RiCisBailleur;30/07/14 09:03:04;30/07/14 09:03:05;     1;ok
flux2RiCisBailleur;30/07/14 09:02:21;30/07/14 09:02:22;     1;ok
flux7CisRiPh;30/07/14 09:02:01;30/07/14 09:02:03;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 09:01:36;30/07/14 09:01:36;     0;ok
flux3CisRiPhBauxCc;30/07/14 09:01:08;30/07/14 09:01:09;     1;ok
flux1CisRiPhCc;30/07/14 09:00:51;30/07/14 09:00:53;     2;ok
jobLireEtudesCDE12;30/07/14 09:00:14;30/07/14 09:00:14;     0;ok
flux13RiCisActivites;30/07/14 08:50:24;30/07/14 08:50:25;     1;ok
flux11RiCisContactBailleur;30/07/14 08:50:11;30/07/14 08:50:11;     0;ok
flux12CisRiActivites;30/07/14 08:40:40;30/07/14 08:40:41;     1;ok
flux10CisRiContactBailleur;30/07/14 08:40:10;30/07/14 08:40:11;     1;ok
flux14CisRiGedATransferer;30/07/14 08:04:45;30/07/14 08:13:16;   511;ok
flux9RiCisBailleur;30/07/14 08:04:15;30/07/14 08:04:16;     1;ok
flux8RiCisBailleur;30/07/14 08:03:32;30/07/14 08:03:33;     1;ok
flux6RiCisBailleur;30/07/14 08:03:01;30/07/14 08:03:01;     0;ok
flux4RiCisBailleur;30/07/14 08:02:22;30/07/14 08:02:23;     1;ok
flux2RiCisBailleur;30/07/14 08:02:02;30/07/14 08:02:02;     0;ok
flux7CisRiPh;30/07/14 08:01:20;30/07/14 08:01:22;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 08:01:01;30/07/14 08:01:02;     1;ok
flux3CisRiPhBauxCc;30/07/14 08:00:28;30/07/14 08:00:29;     1;ok
flux1CisRiPhCc;30/07/14 08:00:11;30/07/14 08:00:13;     2;ok
flux13RiCisActivites;30/07/14 07:50:54;30/07/14 07:50:55;     1;ok
flux11RiCisContactBailleur;30/07/14 07:50:10;30/07/14 07:50:11;     1;ok
flux12CisRiActivites;30/07/14 07:40:35;30/07/14 07:40:36;     1;ok
flux10CisRiContactBailleur;30/07/14 07:40:10;30/07/14 07:40:11;     1;ok
flux14CisRiGedATransferer;30/07/14 07:04:02;30/07/14 07:14:00;   598;ok
flux9RiCisBailleur;30/07/14 07:03:37;30/07/14 07:03:37;     0;ok
flux8RiCisBailleur;30/07/14 07:03:10;30/07/14 07:03:11;     1;ok
flux6RiCisBailleur;30/07/14 07:02:38;30/07/14 07:02:39;     1;ok
flux4RiCisBailleur;30/07/14 07:02:24;30/07/14 07:02:25;     1;ok
flux2RiCisBailleur;30/07/14 07:02:11;30/07/14 07:02:12;     1;ok
flux7CisRiPh;30/07/14 07:01:46;30/07/14 07:01:48;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 07:01:22;30/07/14 07:01:22;     0;ok
flux3CisRiPhBauxCc;30/07/14 07:00:52;30/07/14 07:00:52;     0;ok
flux1CisRiPhCc;30/07/14 07:00:11;30/07/14 07:00:13;     2;ok
flux13RiCisActivites;30/07/14 06:50:40;30/07/14 06:50:41;     1;ok
flux11RiCisContactBailleur;30/07/14 06:50:10;30/07/14 06:50:11;     1;ok
flux12CisRiActivites;30/07/14 06:42:36;30/07/14 06:42:37;     1;ok
flux10CisRiContactBailleur;30/07/14 06:42:10;30/07/14 06:42:10;     0;ok
flux13RiCisActivites;30/07/14 06:40:42;30/07/14 06:40:43;     1;ok
flux11RiCisContactBailleur;30/07/14 06:40:16;30/07/14 06:40:17;     1;ok
flux12CisRiActivites;30/07/14 06:30:25;30/07/14 06:30:26;     1;ok
flux10CisRiContactBailleur;30/07/14 06:30:11;30/07/14 06:30:11;     0;ok
flux14CisRiGedATransferer;30/07/14 06:03:41;30/07/14 06:13:44;   603;ok
flux9RiCisBailleur;30/07/14 06:03:16;30/07/14 06:03:16;     0;ok
flux8RiCisBailleur;30/07/14 06:02:52;30/07/14 06:02:53;     1;ok
flux6RiCisBailleur;30/07/14 06:02:37;30/07/14 06:02:37;     0;ok
flux4RiCisBailleur;30/07/14 06:02:11;30/07/14 06:02:12;     1;ok
flux2RiCisBailleur;30/07/14 06:01:42;30/07/14 06:01:42;     0;ok
flux7CisRiPh;30/07/14 06:01:18;30/07/14 06:01:20;     2;ok
flux5CisRiPhBauxHorsCc;30/07/14 06:01:02;30/07/14 06:01:03;     1;ok
flux3CisRiPhBauxCc;30/07/14 06:00:28;30/07/14 06:00:29;     1;ok
flux1CisRiPhCc;30/07/14 06:00:11;30/07/14 06:00:16;     5;ok
jobqualifierBatchMails;30/07/14 00:02:51;30/07/14 00:02:52;     1;ok
jobqualifierAlerteDeploiementUCF;30/07/14 00:02:11;30/07/14 00:02:11;     0;ok
job_alerteDeploiementLotsC;30/07/14 00:01:42;30/07/14 00:01:42;     0;ok
exporterDeltasPhZdr;30/07/14 00:01:27;30/07/14 00:01:28;     1;ok
exporterCompletPhZdr;30/07/14 00:01:10;30/07/14 00:01:17;     7;ok
jobCreerEtudesB;29/07/14 20:21:56;29/07/14 20:21:57;     1;ok
creerAffaires;29/07/14 20:21:31;29/07/14 20:21:31;     0;ok
calculDateAuPlusTard;29/07/14 20:20:42;29/07/14 20:21:17;    35;ok
job_etape3Et4;29/07/14 20:20:09;29/07/14 20:20:10;     1;ok
cleanCouverturesPCE;29/07/14 20:19:26;29/07/14 20:19:27;     1;ok
jobLireEtudesAB;29/07/14 20:19:01;29/07/14 20:19:01;     0;ok
initZddAndPce;29/07/14 20:18:46;29/07/14 20:18:46;     0;ok
lotissementIntvn;29/07/14 20:08:59;29/07/14 20:18:33;   574;ok
chgtStatutIntvn;29/07/14 20:08:15;29/07/14 20:08:15;     0;ok
nbPceALotir;29/07/14 20:02:10;29/07/14 20:08:03;   353;ok
flux13RiCisActivites;29/07/14 19:50:26;29/07/14 19:50:27;     1;ok
flux11RiCisContactBailleur;29/07/14 19:50:11;29/07/14 19:50:11;     0;ok
flux12CisRiActivites;29/07/14 19:40:42;29/07/14 19:40:42;     0;ok
flux10CisRiContactBailleur;29/07/14 19:40:11;29/07/14 19:40:11;     0;ok
flux14CisRiGedATransferer;29/07/14 19:05:15;29/07/14 19:15:23;   608;ok
flux9RiCisBailleur;29/07/14 19:04:52;29/07/14 19:04:53;     1;ok
flux8RiCisBailleur;29/07/14 19:04:09;29/07/14 19:04:10;     1;ok
flux6RiCisBailleur;29/07/14 19:03:42;29/07/14 19:03:43;     1;ok
flux4RiCisBailleur;29/07/14 19:03:14;29/07/14 19:03:15;     1;ok
flux2RiCisBailleur;29/07/14 19:02:27;29/07/14 19:02:28;     1;ok
flux7CisRiPh;29/07/14 19:02:07;29/07/14 19:02:09;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 19:01:37;29/07/14 19:01:37;     0;ok
flux3CisRiPhBauxCc;29/07/14 19:01:14;29/07/14 19:01:15;     1;ok
jobLireEtudesCDE12;29/07/14 19:00:35;29/07/14 19:00:35;     0;ok
flux1CisRiPhCc;29/07/14 19:00:27;29/07/14 19:00:29;     2;ok
flux13RiCisActivites;29/07/14 18:50:26;29/07/14 18:50:26;     0;ok
flux11RiCisContactBailleur;29/07/14 18:50:10;29/07/14 18:50:11;     1;ok
flux12CisRiActivites;29/07/14 18:40:37;29/07/14 18:40:37;     0;ok
flux10CisRiContactBailleur;29/07/14 18:40:10;29/07/14 18:40:10;     0;ok
flux14CisRiGedATransferer;29/07/14 18:05:00;29/07/14 18:14:32;   572;ok
flux9RiCisBailleur;29/07/14 18:04:20;29/07/14 18:04:21;     1;ok
flux8RiCisBailleur;29/07/14 18:03:59;29/07/14 18:04:00;     1;ok
flux6RiCisBailleur;29/07/14 18:03:24;29/07/14 18:03:25;     1;ok
flux4RiCisBailleur;29/07/14 18:02:44;29/07/14 18:02:45;     1;ok
flux2RiCisBailleur;29/07/14 18:02:14;29/07/14 18:02:15;     1;ok
flux7CisRiPh;29/07/14 18:01:49;29/07/14 18:01:51;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 18:01:10;29/07/14 18:01:10;     0;ok
flux3CisRiPhBauxCc;29/07/14 18:00:40;29/07/14 18:00:40;     0;ok
flux1CisRiPhCc;29/07/14 18:00:11;29/07/14 18:00:14;     3;ok
flux13RiCisActivites;29/07/14 17:50:26;29/07/14 17:50:27;     1;ok
flux11RiCisContactBailleur;29/07/14 17:50:11;29/07/14 17:50:12;     1;ok
flux12CisRiActivites;29/07/14 17:40:49;29/07/14 17:40:49;     0;ok
flux10CisRiContactBailleur;29/07/14 17:40:20;29/07/14 17:40:20;     0;ok
flux14CisRiGedATransferer;29/07/14 17:04:35;29/07/14 17:14:58;   623;ok
flux9RiCisBailleur;29/07/14 17:04:04;29/07/14 17:04:05;     1;ok
flux8RiCisBailleur;29/07/14 17:03:35;29/07/14 17:03:36;     1;ok
flux6RiCisBailleur;29/07/14 17:02:54;29/07/14 17:02:55;     1;ok
flux4RiCisBailleur;29/07/14 17:02:19;29/07/14 17:02:20;     1;ok
flux2RiCisBailleur;29/07/14 17:01:54;29/07/14 17:01:55;     1;ok
flux7CisRiPh;29/07/14 17:01:29;29/07/14 17:01:31;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 17:01:04;29/07/14 17:01:04;     0;ok
flux3CisRiPhBauxCc;29/07/14 17:00:31;29/07/14 17:00:32;     1;ok
